Dungeon	Boss	Type	Slot	BaseIlvl	Name	Main Stat	Secondary Stat 1	Secondary Stat 1 Value	Secondary stat 2	Secondary Stat 2 Value	Active/Passive	SourceInst	Role
Castle Nathria	Sire Denathrius	Conduit	Finesse		Ambuscade	HHunterShared						Raid	Dps
Castle Nathria	Kael'thas Sunstrider	Conduit	Finesse		Cheetah's Vigor	HHunterShared						Raid	Dps
Castle Nathria	Castellan Niklaus	Conduit	Finesse		Reversal of Fortune	HHunterShared						Raid	Dps
Castle Nathria	Huntsman Altimor	Conduit	Finesse		Tactical Retreat	HHunterShared						Raid	Dps
De Other Side	Millificent Manastorm	Conduit	Potency		Arcane Prodigy	MageArcane						Dungeon	Dps
The Necrotic Wake	Surgeon Stitchflesh	Conduit	Potency		Artifice of the Archmage	MageArcane						Dungeon	Dps
Mists of Tirna Scithe	Mistcaller	Conduit	Potency		Magi's Brand	MageArcane						Dungeon	Dps
Theater of Pain	Mordretha	Conduit	Potency		Nether Precision	MageArcane						Dungeon	Dps
Theater of Pain	Dessia the Decapitator	Conduit	Potency		Controlled Destruction	MageFire						Dungeon	Dps
Halls of Atonement	Halkias	Conduit	Potency		Flame Accretion	MageFire						Dungeon	Dps
Plaguefall	Margrave Stradama	Conduit	Potency		Infernal Cascade	MageFire						Dungeon	Dps
Sanguine Depths	Grand Proctor Beryllia	Conduit	Potency		Master Flame	MageFire						Dungeon	Dps
Halls of Atonement	Lord Chamberlain	Conduit	Potency		Ice Bite	MageFrost						Dungeon	Dps
Plaguefall	Doctor Ickus	Conduit	Potency		Icy Propulsion	MageFrost						Dungeon	Dps
Spires of Ascension	Ventunax	Conduit	Potency		Shivering Core	MageFrost						Dungeon	Dps
The Necrotic Wake	Nalthor the Rimebinder	Conduit	Potency		Unrelenting Cold	MageFrost						Dungeon	Dps
World Bosses		Conduit	Potency		Ire of the Ascended	MageShared						Raid	Dps
World Bosses		Conduit	Potency		Siphoned Malice	MageShared						Raid	Dps
World Bosses		Conduit	Potency		Gift of the Lich	MageShared						Raid	Dps
World Bosses		Conduit	Potency		Discipline of the Grove	MageShared						Raid	Dps
Castle Nathria	Hungering Destroyer	Conduit	Endurance		Cryo-Freeze	MageShared						Raid	Dps
Castle Nathria	Sludgefist	Conduit	Endurance		Diverted Energy	MageShared						Raid	Dps
Castle Nathria	Artificer Xy'mox	Conduit	Endurance		Tempest Barrier	MageShared						Raid	Dps
Castle Nathria	General Kaal	Conduit	Finesse		Flow of Time	MageShared						Raid	Dps
Castle Nathria	Sire Denathrius	Conduit	Finesse		Incantation of Swiftness	MageShared						Raid	Dps
Castle Nathria	Lady Inerva Darkvein	Conduit	Finesse		Grounding Surge	MageShared						Raid	Dps
Castle Nathria	Castellan Niklaus	Conduit	Finesse		Winter's Protection	MageShared						Raid	Dps
The Necrotic Wake	Surgeon Stitchflesh	Conduit	Potency		Scalding Brew	MonkBrewmaster						Dungeon	Tank
Sanguine Depths	High Adjudicator Aleez	Conduit	Potency		Walk with the Ox	MonkBrewmaster						Dungeon	Tank
Theater of Pain	Dessia the Decapitator	Conduit	Endurance		Celestial Effervescence	MonkBrewmaster						Dungeon	Tank
Sanguine Depths	Kryxis the Voracious	Conduit	Endurance		Evasive Stride	MonkBrewmaster						Dungeon	Tank
Plaguefall	Doctor Ickus	Conduit	Potency		Jade Bond	MonkMistweaver						Dungeon	Heal
De Other Side	Hakkar the Soulflayer	Conduit	Potency		Nourishing Chi	MonkMistweaver						Dungeon	Heal
Halls of Atonement	High Adjudicator Aleez	Conduit	Potency		Resplendent Mist	MonkMistweaver						Dungeon	Heal
The Necrotic Wake	Blightbone	Conduit	Potency		Rising Sun Revival	MonkMistweaver						Dungeon	Heal
Spires of Ascension	Ventunax	Conduit	Potency		Calculated Strikes	MonkWindwalker						Dungeon	Dps
Mists of Tirna Scithe	Mistcaller	Conduit	Potency		Coordinated Offensive	MonkWindwalker						Dungeon	Dps
De Other Side	Mueh'zala	Conduit	Potency		Inner Fury	MonkWindwalker						Dungeon	Dps
Spires of Ascension	Devos	Conduit	Potency		Xuen's Bond	MonkWindwalker						Dungeon	Dps
World Bosses		Conduit	Potency		Strike with Clarity	MonkShared						Raid	Dps/Tank/Heal
World Bosses		Conduit	Potency		Imbued Reflections	MonkShared						Raid	Dps/Tank/Heal
World Bosses		Conduit	Potency		Bone Marrow Hops	MonkShared						Raid	Dps/Tank/Heal
World Bosses		Conduit	Potency		Way of the Fae	MonkShared						Raid	Dps/Tank/Heal
Castle Nathria	General Kaal	Conduit	Endurance		Fortifying Ingredients	MonkShared						Raid	Dps/Tank/Heal
Castle Nathria	Lady Inerva Darkvein	Conduit	Endurance		Grounding Breath	MonkShared						Raid	Dps/Tank/Heal
Castle Nathria	Sludgefist	Conduit	Endurance		Harm Denial	MonkShared						Raid	Dps/Tank/Heal
Castle Nathria	Castellan Niklaus	Conduit	Finesse		Dizzying Tumble	MonkShared						Raid	Dps/Tank/Heal
Castle Nathria	Huntsman Altimor	Conduit	Finesse		Lingering Numbness	MonkShared						Raid	Dps/Tank/Heal
Castle Nathria	Sire Denathrius	Conduit	Finesse		Swift Transference	MonkShared						Raid	Dps/Tank/Heal
Castle Nathria	Hungering Destroyer	Conduit	Finesse		Tumbling Technique	MonkShared						Raid	Dps/Tank/Heal
Mists of Tirna Scithe	Ingra Maloch	Conduit	Potency		Enkindled Spirit	PaladinHoly						Dungeon	Heal
Spires of Ascension	Devos	Conduit	Potency		Focused Light	PaladinHoly						Dungeon	Heal
The Necrotic Wake	Nalthor the Rimebinder	Conduit	Potency		Resplendent Light	PaladinHoly						Dungeon	Heal
Halls of Atonement	High Adjudicator Aleez	Conduit	Potency		Untempered Dedication	PaladinHoly						Dungeon	Heal
Castle Nathria	General Kaal	Conduit	Potency		Punish the Guilty	PaladinProtection						Raid	Tank
Halls of Atonement	Halkias	Conduit	Potency		Vengeful Shock	PaladinProtection						Dungeon	Tank
De Other Side	Mueh'zala	Conduit	Endurance		Resolute Defender	PaladinProtection						Dungeon	Tank
Spires of Ascension	Oryphrion	Conduit	Endurance		Royal Decree	PaladinProtection						Dungeon	Tank
Spires of Ascension	Ventunax	Conduit	Potency		Expurgation	PaladinRetribution						Dungeon	Dps
Theater of Pain	Xav the Unfallen	Conduit	Potency		Templar's Vindication	PaladinRetribution						Dungeon	Dps
Plaguefall	Globgrog	Conduit	Potency		Truth's Wake	PaladinRetribution						Dungeon	Dps
Sanguine Depths	Grand Proctor Beryllia	Conduit	Potency		Virtuous Command	PaladinRetribution						Dungeon	Dps
World Bosses		Conduit	Potency		Ringing Clarity	PaladinShared						Raid	Dps/Tank/Heal
World Bosses		Conduit	Potency		Hallowed Discernment	PaladinShared						Raid	Dps/Tank/Heal
World Bosses		Conduit	Potency		Righteous Might	PaladinShared						Raid	Dps/Tank/Heal
World Bosses		Conduit	Potency		The Long Summer	PaladinShared						Raid	Dps/Tank/Heal
Castle Nathria	General Kaal	Conduit	Endurance		Divine Call	PaladinShared						Raid	Dps/Tank/Heal
Castle Nathria	Lady Inerva Darkvein	Conduit	Endurance		Golden Path	PaladinShared						Raid	Dps/Tank/Heal
Castle Nathria	Kael'thas Sunstrider	Conduit	Endurance		Shielding Words	PaladinShared						Raid	Dps/Tank/Heal
Castle Nathria	Castellan Niklaus	Conduit	Finesse		Echoing Blessings	PaladinShared						Raid	Dps/Tank/Heal
Castle Nathria	Sire Denathrius	Conduit	Finesse		Light's Barding	PaladinShared						Raid	Dps/Tank/Heal
[zone]	[npc]	Conduit	Finesse		Stalwart as a Crusader	PaladinShared						Dungeon	Dps/Tank/Heal
Theater of Pain	Kul'tharok	Conduit	Finesse		Wrench Evil	PaladinShared						Dungeon	Dps/Tank/Heal
Halls of Atonement	Halkias	Conduit	Potency		Exaltation	PriestDiscipline						Dungeon	Heal
Mists of Tirna Scithe	Ingra Maloch	Conduit	Potency		Pain Transformation	PriestDiscipline						Dungeon	Heal
The Necrotic Wake	Nalthor the Rimebinder	Conduit	Potency		Shining Radiance	PriestDiscipline						Dungeon	Heal
Halls of Atonement	High Adjudicator Aleez	Conduit	Potency		Swift Penitence	PriestDiscipline						Dungeon	Heal
Sanguine Depths	Executor Tarvold	Conduit	Potency		Focused Mending	PriestHoly						Dungeon	Heal
Spires of Ascension	Devos	Conduit	Potency		Holy Oration	PriestHoly						Dungeon	Heal
Sanguine Depths	Grand Proctor Beryllia	Conduit	Potency		Lasting Spirit	PriestHoly						Dungeon	Heal
Halls of Atonement	Lord Chamberlain	Conduit	Potency		Resonant Words	PriestHoly						Dungeon	Heal
Plaguefall	Doctor Ickus	Conduit	Potency		Dissonant Echoes	PriestShadow						Dungeon	Dps
Theater of Pain	Mordretha	Conduit	Potency		Haunting Apparitions	PriestShadow						Dungeon	Dps
De Other Side	Mueh'zala	Conduit	Potency		Mind Devourer	PriestShadow						Dungeon	Dps
Plaguefall	Margrave Stradama	Conduit	Potency		Rabid Shadows	PriestShadow						Dungeon	Dps
World Bosses		Conduit	Potency		Courageous Ascension	PriestShared						Raid	Dps/Heal
World Bosses		Conduit	Potency		Shattered Perceptions	PriestShared						Raid	Dps/Heal
World Bosses		Conduit	Potency		Festering Transfusion	PriestShared						Raid	Dps/Heal
World Bosses		Conduit	Potency		Fae Fermata	PriestShared						Raid	Dps/Heal
Castle Nathria	General Kaal	Conduit	Endurance		Charitable Soul	PriestShared						Raid	Dps/Heal
Castle Nathria	Sire Denathrius	Conduit	Endurance		Light's Inspiration	PriestShared						Raid	Dps/Heal
Castle Nathria	Lady Inerva Darkvein	Conduit	Endurance		Translucent Image	PriestShared						Raid	Dps/Heal
Castle Nathria	Artificer Xy'mox	Conduit	Finesse		Clear Mind	PriestShared						Raid	Dps/Heal
Castle Nathria	Shriekwing	Conduit	Finesse		Mental Recovery	PriestShared						Raid	Dps/Heal
Castle Nathria	Hungering Destroyer	Conduit	Finesse		Move with Grace	PriestShared						Raid	Dps/Heal
Castle Nathria	Castellan Niklaus	Conduit	Finesse		Power Unto Others	PriestShared						Raid	Dps/Heal
Plaguefall	Globgrog	Conduit	Potency		Lethal Poisons	RogueAssassination						Dungeon	Dps
The Necrotic Wake	Blightbone	Conduit	Potency		Maim, Mangle	RogueAssassination						Dungeon	Dps
Theater of Pain	Dessia the Decapitator	Conduit	Potency		Poisoned Katar	RogueAssassination						Dungeon	Dps
De Other Side	Hakkar the Soulflayer	Conduit	Potency		Well-Placed Steel	RogueAssassination						Dungeon	Dps
Spires of Ascension	Ventunax	Conduit	Potency		Ambidexterity	RogueOutlaw						Dungeon	Dps
Theater of Pain	Gorechop	Conduit	Potency		Count the Odds	RogueOutlaw						Dungeon	Dps
De Other Side	Dealer Xy'exa	Conduit	Potency		Sleight of Hand	RogueOutlaw						Dungeon	Dps
Castle Nathria	General Kaal	Conduit	Potency		Triple Threat	RogueOutlaw						Raid	Dps
Halls of Atonement	Echelon	Conduit	Potency		Deeper Daggers	RogueSubtlety						Dungeon	Dps
Mists of Tirna Scithe	Mistcaller	Conduit	Potency		Perforated Veins	RogueSubtlety						Dungeon	Dps
The Necrotic Wake	Surgeon Stitchflesh	Conduit	Potency		Planned Execution	RogueSubtlety						Dungeon	Dps
Spires of Ascension	Azules	Conduit	Potency		Stiletto Staccato	RogueSubtlety						Dungeon	Dps
World Bosses		Conduit	Potency		Reverberation	RogueShared						Raid	Dps
World Bosses		Conduit	Potency		Slaughter Scars	RogueShared						Raid	Dps
World Bosses		Conduit	Potency		Sudden Fractures	RogueShared						Raid	Dps
World Bosses		Conduit	Potency		Septic Shock	RogueShared						Raid	Dps
Castle Nathria	Hungering Destroyer	Conduit	Endurance		Cloaked in Shadows	RogueShared						Raid	Dps
Castle Nathria	Castellan Niklaus	Conduit	Endurance		Nimble Fingers	RogueShared						Raid	Dps
Castle Nathria	General Kaal	Conduit	Endurance		Recuperator	RogueShared						Raid	Dps
Castle Nathria	Sire Denathrius	Conduit	Finesse		Fade to Nothing	RogueShared						Raid	Dps
Castle Nathria	Lady Inerva Darkvein	Conduit	Finesse		Prepared for All	RogueShared						Raid	Dps
Castle Nathria	Sludgefist	Conduit	Finesse		Quick Decisions	RogueShared						Raid	Dps
Castle Nathria	Huntsman Altimor	Conduit	Finesse		Rushed Setup	RogueShared						Raid	Dps
Theater of Pain	Kul'tharok	Conduit	Potency		Call of Flame	ShamanElemental						Dungeon	Dps
Plaguefall	Doctor Ickus	Conduit	Potency		High Voltage	ShamanElemental						Dungeon	Dps
Castle Nathria	General Kaal	Conduit	Potency		Pyroclastic Shock	ShamanElemental						Raid	Dps
Halls of Atonement	Echelon	Conduit	Potency		Shake the Foundations	ShamanElemental						Dungeon	Dps
The Necrotic Wake	Nalthor the Rimebinder	Conduit	Potency		Chilled to the Core	ShamanEnhancement						Dungeon	Dps
Spires of Ascension	Devos	Conduit	Potency		Focused Lightning	ShamanEnhancement						Dungeon	Dps
Sanguine Depths	Grand Proctor Beryllia	Conduit	Potency		Magma Fist	ShamanEnhancement						Dungeon	Dps
De Other Side	Hakkar the Soulflayer	Conduit	Potency		Unruly Winds	ShamanEnhancement						Dungeon	Dps
Mists of Tirna Scithe	Tred'ova	Conduit	Potency		Embrace of Earth	ShamanRestoration						Dungeon	Heal
De Other Side	Mueh'zala	Conduit	Potency		Heavy Rainfall	ShamanRestoration						Dungeon	Heal
Spires of Ascension	Azules	Conduit	Potency		Nature's Reach	ShamanRestoration						Dungeon	Heal
Mists of Tirna Scithe	Ingra Maloch	Conduit	Potency		Swirling Currents	ShamanRestoration						Dungeon	Heal
World Bosses		Conduit	Potency		Elysian Dirge	ShamanShared						Raid	Dps/Heal
World Bosses		Conduit	Potency		Lavish Harvest	ShamanShared						Raid	Dps/Heal
World Bosses		Conduit	Potency		Tumbling Waves	ShamanShared						Raid	Dps/Heal
World Bosses		Conduit	Potency		Essential Extraction	ShamanShared						Raid	Dps/Heal
Castle Nathria	Sire Denathrius	Conduit	Endurance		Astral Protection	ShamanShared						Raid	Dps/Heal
Castle Nathria	Castellan Niklaus	Conduit	Endurance		Refreshing Waters	ShamanShared						Raid	Dps/Heal
Castle Nathria	Kael'thas Sunstrider	Conduit	Endurance		Vital Accretion	ShamanShared						Raid	Dps/Heal
Castle Nathria	Huntsman Altimor	Conduit	Finesse		Crippling Hex	ShamanShared						Raid	Dps/Heal
Castle Nathria	Lady Inerva Darkvein	Conduit	Finesse		Spiritual Resonance	ShamanShared						Raid	Dps/Heal
Castle Nathria	General Kaal	Conduit	Finesse		Thunderous Paws	ShamanShared						Raid	Dps/Heal
Castle Nathria	Shriekwing	Conduit	Finesse		Totemic Surge	ShamanShared						Raid	Dps/Heal
Plaguefall	Margrave Stradama	Conduit	Potency		Cold Embrace	WarlockAffliction						Dungeon	Dps
Spires of Ascension	Ventunax	Conduit	Potency		Corrupting Leer	WarlockAffliction						Dungeon	Dps
Theater of Pain	Mordretha	Conduit	Potency		Focused Malignancy	WarlockAffliction						Dungeon	Dps
De Other Side	Mueh'zala	Conduit	Potency		Rolling Agony	WarlockAffliction						Dungeon	Dps
De Other Side	Millificent Manastorm	Conduit	Potency		Borne of Blood	WarlockDemonology						Dungeon	Dps
The Necrotic Wake	Surgeon Stitchflesh	Conduit	Potency		Carnivorous Stalkers	WarlockDemonology						Dungeon	Dps
Plaguefall	Doctor Ickus	Conduit	Potency		Fel Commando	WarlockDemonology						Dungeon	Dps
Halls of Atonement	Lord Chamberlain	Conduit	Potency		Tyrant's Soul	WarlockDemonology						Dungeon	Dps
Sanguine Depths	Executor Tarvold	Conduit	Potency		Ashen Remains	WarlockDestruction						Dungeon	Dps
Theater of Pain	Kul'tharok	Conduit	Potency		Combusting Engine	WarlockDestruction						Dungeon	Dps
Mists of Tirna Scithe	Mistcaller	Conduit	Potency		Duplicitous Havoc	WarlockDestruction						Dungeon	Dps
The Necrotic Wake	Bonefang	Conduit	Potency		Infernal Brand	WarlockDestruction						Dungeon	Dps
World Bosses		Conduit	Potency		Soul Tithe	WarlockShared						Raid	Dps
World Bosses		Conduit	Potency		Catastrophic Origin	WarlockShared						Raid	Dps
World Bosses		Conduit	Potency		Prolonged Decimation	WarlockShared						Raid	Dps
World Bosses		Conduit	Potency		Exhumed Soul	WarlockShared						Raid	Dps
Castle Nathria	Artificer Xy'mox	Conduit	Endurance		Accrued Vitality	WarlockShared						Raid	Dps
Castle Nathria	General Kaal	Conduit	Endurance		Diabolic Bloodstone	WarlockShared						Raid	Dps
Castle Nathria	Lady Inerva Darkvein	Conduit	Endurance		Resolute Barrier	WarlockShared						Raid	Dps
Castle Nathria	Castellan Niklaus	Conduit	Finesse		Demonic Momentum	WarlockShared						Raid	Dps
Castle Nathria	Sludgefist	Conduit	Finesse		Fel Celerity	WarlockShared						Raid	Dps
Castle Nathria	Shriekwing	Conduit	Finesse		Shade of Terror	WarlockShared						Raid	Dps
Castle Nathria	Sire Denathrius	Conduit	Finesse		Kilrogg's Cunning	WarlockShared						Raid	Dps
Plaguefall	Doctor Ickus	Conduit	Potency		Ashen Juggernaut	WarriorArms						Dungeon	Dps
Mists of Tirna Scithe	Tred'ova	Conduit	Potency		Crash the Ramparts	WarriorArms						Dungeon	Dps
Spires of Ascension	Oryphrion	Conduit	Potency		Merciless Bonegrinder	WarriorArms						Dungeon	Dps
Spires of Ascension	Azules	Conduit	Potency		Mortal Combo	WarriorArms						Dungeon	Dps
Plaguefall	Doctor Ickus	Conduit	Potency		Ashen Juggernaut	WarriorFury						Dungeon	Dps
The Necrotic Wake	Bonefang	Conduit	Potency		Depths of Insanity	WarriorFury						Dungeon	Dps
Halls of Atonement	Echelon	Conduit	Potency		Hack and Slash	WarriorFury						Dungeon	Dps
Sanguine Depths	Kryxis the Voracious	Conduit	Potency		Vicious Contempt	WarriorFury						Dungeon	Dps
Plaguefall	Doctor Ickus	Conduit	Potency		Ashen Juggernaut	WarriorProtection						Dungeon	Tank
De Other Side	Dealer Xy'exa	Conduit	Potency		Show of Force	WarriorProtection						Dungeon	Tank
The Necrotic Wake	Blightbone	Conduit	Potency		Unnerving Focus	WarriorProtection						Dungeon	Tank
Castle Nathria	Kael'thas Sunstrider	Conduit	Endurance		Brutal Vitality	WarriorProtection						Raid	Tank
Theater of Pain	Gorechop	Conduit	Endurance		Fueled by Violence	WarriorProtection						Dungeon	Tank
World Bosses		Conduit	Potency		Piercing Verdict	WarriorShared						Raid	Dps/Tank
World Bosses		Conduit	Potency		Harrowing Punishment	WarriorShared						Raid	Dps/Tank
World Bosses		Conduit	Potency		Veteran's Repute	WarriorShared						Raid	Dps/Tank
World Bosses		Conduit	Potency		Destructive Reverberations	WarriorShared						Raid	Dps/Tank
Castle Nathria	Sire Denathrius	Conduit	Endurance		Indelible Victory	WarriorShared						Raid	Dps/Tank
Castle Nathria	General Kaal	Conduit	Endurance		Stalwart Guardian	WarriorShared						Raid	Dps/Tank
Castle Nathria	Huntsman Altimor	Conduit	Finesse		Cacophonous Roar	WarriorShared						Raid	Dps/Tank
Castle Nathria	Shriekwing	Conduit	Finesse		Disturb the Peace	WarriorShared						Raid	Dps/Tank
Castle Nathria	Castellan Niklaus	Conduit	Finesse		Inspiring Presence	WarriorShared						Raid	Dps/Tank
Castle Nathria	Lady Inerva Darkvein	Conduit	Finesse		Safeguard	WarriorShared						Raid	Dps/Tank
